tau,rho,n_kalibrasi,skor_mentah,rec_t1,rec_t2,rec_t3,skor_makro3,rec_harus_pecah,rec_harus_utuh,skor_br,limf_tak_pecah,limf_lobus,eo_lobus
6.0,0.7,5736,0.8141562064156206,0.9249374478732277,0.8684843624699278,0.33886255924170616,0.7107614565282873,0.902336728579988,0.995291902071563,0.9488143153257755,0.9950576606260296,1.0049423393739703,2.0060956047481553
8.0,0.0,5736,0.8561715481171548,0.9386989157631359,0.8789093825180433,0.5545023696682464,0.7907035559831419,0.9119233073696824,0.9943502824858758,0.9531367949277791,0.9925864909390445,1.0123558484349258,2.0484440166827076
8.0,0.1,5736,0.8561715481171548,0.9386989157631359,0.8789093825180433,0.5545023696682464,0.7907035559831419,0.9119233073696824,0.9943502824858758,0.9531367949277791,0.9925864909390445,1.0123558484349258,2.0484440166827076
8.0,0.2,5736,0.8561715481171548,0.9386989157631359,0.8789093825180433,0.5545023696682464,0.7907035559831419,0.9119233073696824,0.9943502824858758,0.9531367949277791,0.9925864909390445,1.0123558484349258,2.0484440166827076
8.0,0.3,5736,0.8561715481171548,0.9386989157631359,0.8789093825180433,0.5545023696682464,0.7907035559831419,0.9119233073696824,0.9943502824858758,0.9531367949277791,0.9925864909390445,1.0123558484349258,2.0478023740776385
8.0,0.4,5736,0.8561715481171548,0.9395329441201001,0.8785084202085004,0.5533175355450237,0.7904529666245415,0.9113241461953265,0.9943502824858758,0.9528372143406012,0.9925864909390445,1.0115321252059308,2.046198267564966
8.0,0.5,5736,0.8528591352859135,0.9416180150125104,0.8809141940657578,0.5177725118483413,0.7801015736422032,0.9089275014979029,0.995291902071563,0.952109701784733,0.9942339373970346,1.0074135090609555,2.032402951555983
8.0,0.6,5736,0.8439679218967922,0.9457881567973311,0.8809141940657578,0.44549763033175355,0.7573999937316142,0.902336728579988,0.9962335216572504,0.9492851251186192,0.9950576606260296,1.0049423393739703,2.0076997112608277
8.0,0.7,5736,0.8190376569037657,0.9487072560467056,0.8688853247794708,0.3033175355450237,0.7069700387904,0.8822648292390654,0.9962335216572504,0.9392491754481579,0.9950576606260296,1.0049423393739703,1.9563683028553096
10.0,0.0,5736,0.842747559274756,0.9591326105087573,0.8692862870890137,0.43364928909952605,0.7540227288990989,0.883762732174955,0.9943502824858758,0.9390565073304153,0.9925864909390445,1.0123558484349258,1.973692653192172
10.0,0.1,5736,0.842747559274756,0.9591326105087573,0.8692862870890137,0.43364928909952605,0.7540227288990989,0.883762732174955,0.9943502824858758,0.9390565073304153,0.9925864909390445,1.0123558484349258,1.973692653192172
10.0,0.2,5736,0.842747559274756,0.9591326105087573,0.8692862870890137,0.43364928909952605,0.7540227288990989,0.883762732174955,0.9943502824858758,0.9390565073304153,0.9925864909390445,1.0123558484349258,1.973692653192172
