tau,rho,n_A,n_B,auc,J_max,ambang,ambang_atas,lebar_persis,sepertiga_di_interval_persis,plateau_lo,plateau_hi,lebar_plateau_eps,sepertiga_di_plateau_eps,J_sepertiga,defisit_J_sepertiga,akurasi_sepertiga,akurasi_ambang,sens_band,spes_band,n_takpecah_A,n_takpecah_B,n_terpisah0,geser_mean,geser_sd,geser_rentang,frak_br_identik,frak_br_identik_normal
0.1,0.2,1555,976,0.9154235411944547,0.782231432185968,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.768050577196774,0.01418085498919397,0.9032003160806006,0.9067562228368234,0.9678456591639871,0.8002049180327869,29,6,596,-0.007826101410007178,0.01056066193552537,0.03555492593959199,0.8146241988735676,0.9472716991800961
0.1,0.3,1555,976,0.9166098914132096,0.7854468662695693,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7708845079331612,0.014562358336408066,0.9051758198340577,0.9087317265902806,0.9717041800643087,0.7991803278688525,29,6,592,-0.006873059885903604,0.011406818692206892,0.03748418638975272,0.814721305107788,0.9478150190920662
0.1,0.4,1555,976,0.915487783986084,0.7839972853302409,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7705030045859469,0.01349428074429404,0.9051758198340577,0.9059660213354406,0.9723472668810289,0.798155737704918,29,6,587,-0.007494138103940184,0.011428608206470115,0.0360780928786041,0.8132647115944843,0.9467799009200283
0.1,0.5,1555,976,0.9111551842285592,0.7816100890833377,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7690969110747984,0.01251317800853935,0.9047807190833662,0.9075464243382062,0.9729903536977492,0.7961065573770492,31,9,572,-0.009643183234712378,0.011356908545162614,0.034268752306151465,0.8084093998834725,0.941835721378919
0.1,0.6,1555,976,0.8949999341099574,0.7720072742607138,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.3587657577822075,0.0,False,0.7594940962521743,0.01251317800853946,0.9012248123271435,0.9039905175819835,0.9736334405144694,0.7858606557377049,46,21,556,-0.014430849757723302,0.009514781350745568,0.03238297928417057,0.7999611575063119,0.9315068493150684
0.1,0.7,1555,976,0.8548870644668177,0.7389805492593959,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7278734647620052,0.011107084497390729,0.889766890557092,0.8921374950612406,0.9768488745980708,0.7510245901639344,93,43,528,-0.027307843444728776,0.010851695431253257,0.04043869590427496,0.7735482617984074,0.9082421590080233
0.25,0.0,1555,976,0.9091570686837805,0.7795174213272891,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7673857466659638,0.012131674661325254,0.9016199130778348,0.9043856183326748,0.9620578778135048,0.805327868852459,48,13,596,-0.005223842050376278,0.010769743058072713,0.038944968636339686,0.871722664595067,0.9566261655834981
0.25,0.1,1555,976,0.9099059090190289,0.7797790047967952,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7676473301354699,0.012131674661325254,0.9020150138285262,0.9047807190833662,0.9633440514469453,0.8043032786885246,48,13,596,-0.00513637715751812,0.01073941933364638,0.03818196194191138,0.8725966207030491,0.9580271339739966
0.25,0.2,1555,976,0.9111429945706604,0.7818499288387539,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7686936640134943,0.013156264825259667,0.903595416831292,0.9067562228368234,0.9684887459807074,0.8002049180327869,48,13,596,-0.0068940817894755525,0.009355374802488868,0.030508407569448132,0.8774519324140609,0.9653612328573449
0.25,0.3,1555,976,0.9121863633967635,0.7844222761056349,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7708845079331612,0.013537768172473652,0.9051758198340577,0.9083366258395891,0.9717041800643087,0.7991803278688525,48,13,592,-0.006179684729058819,0.01002112690032042,0.03179458120288854,0.8765779763060788,0.9647658129333522
